timestamp,lane_d_lat,lane_yaw,lane_curvature,lane_confidence,odom_linear_x,odom_angular_z,cmd_vel_linear_x,cmd_vel_angular_z
1770995845.290445,-0.381759,-0.528023,-0.012013,1.000000,0.342860,0.000000,0.655003,-0.300000
1770995845.390892,-0.399868,-0.528435,-0.012013,1.000000,0.342877,0.000000,0.656004,-0.300000
1770995845.490490,-0.418068,-0.528849,-0.012013,1.000000,0.342877,0.000000,0.657004,-0.300000
1770995845.590248,-0.436102,-0.529259,-0.012013,1.000000,0.342877,0.000000,0.658002,-0.300000
1770995845.690827,-0.454245,-0.529671,-0.012013,1.000000,0.342887,0.000000,0.659003,-0.300000
1770995845.790325,-0.472442,-0.530083,-0.012013,1.000000,0.342887,0.000000,0.660003,-0.300000
1770995845.890380,-0.490613,-0.530495,-0.012013,1.000000,0.342868,0.000000,0.661004,-0.300000
1770995845.990927,-0.508800,-0.530907,-0.012013,1.000000,0.342842,0.000000,0.662005,-0.300000
1770995846.090393,-0.526984,-0.531318,-0.012013,1.000000,0.343558,0.000000,0.663003,-0.300000
1770995846.190370,-0.545239,-0.531731,-0.012013,1.000000,0.333642,0.000000,0.664003,-0.300000
1770995846.290167,-0.562962,-0.532132,-0.012013,1.000000,0.333642,0.000000,0.665003,-0.300000
1770995846.390694,-0.580724,-0.532533,-0.012013,1.000000,0.333642,0.000000,0.666004,-0.300000
1770995846.490396,-0.598498,-0.532933,-0.012013,1.000000,0.333642,0.000000,0.667003,-0.300000
1770995846.590573,-0.616308,-0.533335,-0.012013,1.000000,0.334060,0.030792,0.668004,-0.300000
1770995846.690529,-0.634081,-0.536807,-0.012013,1.000000,0.334336,0.030892,0.669004,-0.300000
1770995846.790152,-0.652054,-0.540303,-0.012013,1.000000,0.334336,0.030892,0.670003,-0.300000
1770995846.890890,-0.670125,-0.543795,-0.012013,1.000000,0.334411,0.030893,0.671002,-0.300000
1770995846.990691,-0.688297,-0.547284,-0.012013,1.000000,0.334411,0.030893,0.672003,-0.300000
1770995847.090623,-0.706598,-0.550774,-0.012013,1.000000,0.334442,0.030893,0.673004,-0.300000
1770995847.190319,-0.725092,-0.554279,-0.012013,1.000000,0.334442,0.030893,0.674003,-0.300000
1770995847.290562,-0.743549,-0.557755,-0.012013,1.000000,0.334442,0.030893,0.675004,-0.300000
1770995847.390391,-0.762197,-0.561245,-0.012013,1.000000,0.334442,0.030893,0.676003,-0.300000
1770995847.490604,-0.781066,-0.564755,-0.012013,1.000000,0.334442,0.030893,0.677003,-0.300000
